0.047,0.652,1.038,1.347,1.641,1.907,2.351
0.001,0.521,0.964,1.327,1.684,1.993,2.372
0.032,0.460,0.909,1.324,1.708,2.026,2.378
0.027,0.433,0.896,1.337,1.726,2.029,2.383
0.026,0.440,0.896,1.367,1.711,2.027,2.437
0.030,0.456,0.915,1.325,1.692,2.009,2.380
0.029,0.489,0.968,1.316,1.675,1.987,2.373
0.036,0.601,1.010,1.331,1.652,1.926,2.357
